id,company_id,name,cuit_cuil_dni,fiscal_condition,email,phone,address,city,province,zip_code,is_active,created_at,updated_at
e9a55609-cffd-44e6-b997-6ce7a30d3400,aeb56588-5e15-4ce2-b24b-065ebf842c44,Cliente Ejemplo S.A.,20987654321,RI,contacto@clientetest.com,,,Buenos Aires,,,True,2026-03-07 22:09:15.431037,2026-03-07 22:09:15.431037
57e2229a-0e22-4ca5-aebc-5676bcb5f1b7,aeb56588-5e15-4ce2-b24b-065ebf842c44,24 Quiro,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 18:51:55.797041,2026-03-08 18:51:55.797041
cbcadd97-d22b-4e8d-be20-73b2b5e203fe,aeb56588-5e15-4ce2-b24b-065ebf842c44,Venzo,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 18:51:55.797041,2026-03-08 18:51:55.797041
2185481a-752c-4778-a130-a74ae4f50473,aeb56588-5e15-4ce2-b24b-065ebf842c44,Nabuto,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 18:51:55.797041,2026-03-08 18:51:55.797041
e6a8c2af-784f-406c-9569-0530e61578a2,aeb56588-5e15-4ce2-b24b-065ebf842c44,Import,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 18:51:55.797041,2026-03-08 18:51:55.797041
08e2657a-ab74-44b1-a9a0-89535dc35229,aeb56588-5e15-4ce2-b24b-065ebf842c44,Autocentro,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 18:51:55.797041,2026-03-08 18:51:55.797041
a0e85c99-4ef6-439f-aa21-6cffb7e66ccc,aeb56588-5e15-4ce2-b24b-065ebf842c44,Sanchez Antoniolli,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 18:51:55.797041,2026-03-08 18:51:55.797041
d271e59c-608b-4629-8cf4-ac0eada060c8,aeb56588-5e15-4ce2-b24b-065ebf842c44,Legado,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 18:51:55.797041,2026-03-08 18:51:55.797041
f2406fb6-eaef-43f2-be84-c1bb28b0a2c7,aeb56588-5e15-4ce2-b24b-065ebf842c44,Electro Alem,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 18:51:55.797041,2026-03-08 18:51:55.797041
62e616ca-3736-49fd-ae91-c5b77c4bd344,aeb56588-5e15-4ce2-b24b-065ebf842c44,Crystal,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 18:51:55.797041,2026-03-08 18:51:55.797041
37b60c28-af67-49e1-8429-5f261ef83795,aeb56588-5e15-4ce2-b24b-065ebf842c44,Honda,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 18:51:55.797041,2026-03-08 18:51:55.797041
d5793ada-087b-4893-9c9e-2d8fdc339a2e,aeb56588-5e15-4ce2-b24b-065ebf842c44,Griffin,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 18:51:55.797041,2026-03-08 18:51:55.797041
b8bbae58-b1fd-4b70-8761-16546bca8e38,aeb56588-5e15-4ce2-b24b-065ebf842c44,Wollen,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 18:51:55.797041,2026-03-08 18:51:55.797041
6716ac77-dc64-4aa4-b2e0-91e769350b28,aeb56588-5e15-4ce2-b24b-065ebf842c44,NOA,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 18:51:55.797041,2026-03-08 18:51:55.797041
46bb8aae-dae0-451e-a4de-a0fccf97a99e,aeb56588-5e15-4ce2-b24b-065ebf842c44,Zamplin,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 18:51:55.797041,2026-03-08 18:51:55.797041
c21c896d-abd7-40df-95c1-4b5bd3d6153e,aeb56588-5e15-4ce2-b24b-065ebf842c44,Limbox,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 18:51:55.797041,2026-03-08 18:51:55.797041
223b47a0-9c81-49b2-a970-8ba4de1a30fe,aeb56588-5e15-4ce2-b24b-065ebf842c44,Noa,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:01:37.104335,2026-03-08 20:01:37.104335
0b7b7a51-fb0f-489d-86b8-a1557c19baf6,aeb56588-5e15-4ce2-b24b-065ebf842c44,Salvatore,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:01:37.104335,2026-03-08 20:01:37.104335
3aeae288-23fc-48a4-91df-86d8fcf58eb1,aeb56588-5e15-4ce2-b24b-065ebf842c44,Veterinaria CES,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:01:37.104335,2026-03-08 20:01:37.104335
8539d6e2-2690-464f-a646-ae358cff914f,aeb56588-5e15-4ce2-b24b-065ebf842c44,Autocentro Detail,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:01:37.104335,2026-03-08 20:01:37.104335
030f059f-54fc-428b-aa83-c3b3560f0150,aeb56588-5e15-4ce2-b24b-065ebf842c44,Merce,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:01:37.104335,2026-03-08 20:01:37.104335
7c47bf07-4003-4b78-a44a-5159721fb70f,aeb56588-5e15-4ce2-b24b-065ebf842c44,Axion,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:01:37.104335,2026-03-08 20:01:37.104335
9e185ec4-c174-4c45-a393-93af09a8a687,aeb56588-5e15-4ce2-b24b-065ebf842c44,Car Detail,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:01:37.104335,2026-03-08 20:01:37.104335
f0d53cfd-d959-4f85-889b-789963c1fae4,aeb56588-5e15-4ce2-b24b-065ebf842c44,Tommy Pets,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:02:08.379538,2026-03-08 20:02:08.379538
4ed5b595-96ff-4672-90c3-1cf7651166b3,aeb56588-5e15-4ce2-b24b-065ebf842c44,Pro Salud,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:02:08.379538,2026-03-08 20:02:08.379538
78a97c13-0b4d-434d-9c86-b154ee6dde2f,aeb56588-5e15-4ce2-b24b-065ebf842c44,Shell San Vicente,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:02:08.379538,2026-03-08 20:02:08.379538
0444209f-0e97-4d48-8109-5fd6aafca496,aeb56588-5e15-4ce2-b24b-065ebf842c44,Dyra,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:02:36.282888,2026-03-08 20:02:36.282888
da32fc2f-75c7-471d-b2d9-ce11af977bc1,aeb56588-5e15-4ce2-b24b-065ebf842c44,Shell Mosconi,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:02:36.282888,2026-03-08 20:02:36.282888
617290cf-e091-45a2-a50e-3f22cd70b793,aeb56588-5e15-4ce2-b24b-065ebf842c44,Mancini Beauty,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:02:36.282888,2026-03-08 20:02:36.282888
976de486-ecbd-4b1d-930a-e520ba6f557d,aeb56588-5e15-4ce2-b24b-065ebf842c44,Paglietini,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:02:59.257746,2026-03-08 20:02:59.257746
97c6cb15-d2f2-4151-9940-32a8d2afd4fc,aeb56588-5e15-4ce2-b24b-065ebf842c44,Altos Músicos,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:02:59.257746,2026-03-08 20:02:59.257746
1b6b292d-f47a-4f92-8f13-d57ee8766288,aeb56588-5e15-4ce2-b24b-065ebf842c44,Alma de Músicos,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:02:59.257746,2026-03-08 20:02:59.257746
12483ab3-5351-4359-918b-2f496623de12,aeb56588-5e15-4ce2-b24b-065ebf842c44,Infinity,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:02:59.257746,2026-03-08 20:02:59.257746
00ee781e-0d19-45f2-8cda-a13ca37a0615,aeb56588-5e15-4ce2-b24b-065ebf842c44,Fanaticos de la Carne,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:02:59.257746,2026-03-08 20:02:59.257746
6d92182e-260f-4044-ab5c-0f761d555fae,aeb56588-5e15-4ce2-b24b-065ebf842c44,Wollen Arturo M Bass,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:03:21.262411,2026-03-08 20:03:21.262411
8ddb021c-42c0-4654-b34d-7307c8723b0d,aeb56588-5e15-4ce2-b24b-065ebf842c44,Wicca,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:03:21.262411,2026-03-08 20:03:21.262411
21492c60-f2fe-41e0-8da0-c0f8177b5c53,aeb56588-5e15-4ce2-b24b-065ebf842c44,Wollen Cofico,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:03:21.262411,2026-03-08 20:03:21.262411
6b06ea9e-ae74-432e-9a00-89257f63716f,aeb56588-5e15-4ce2-b24b-065ebf842c44,Sacre,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:03:21.262411,2026-03-08 20:03:21.262411
b845fae6-c10d-4a2c-a210-7def722199f2,aeb56588-5e15-4ce2-b24b-065ebf842c44,Toro,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:03:21.262411,2026-03-08 20:03:21.262411
ae694d47-afcb-436b-8796-c54244e0f787,aeb56588-5e15-4ce2-b24b-065ebf842c44,Cabred Salud,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:03:21.262411,2026-03-08 20:03:21.262411
2af132d4-2cd3-4c8f-b7de-e3de8cf5df43,aeb56588-5e15-4ce2-b24b-065ebf842c44,QuiroProsalud,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:04:05.161845,2026-03-08 20:04:05.161845
d4f2b47e-5788-4847-a6d7-662b3ea591df,aeb56588-5e15-4ce2-b24b-065ebf842c44,Copados,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:04:35.514743,2026-03-08 20:04:35.514743
75b69506-85f1-4999-ab77-249ef1ec1325,aeb56588-5e15-4ce2-b24b-065ebf842c44,Gomeet,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:04:35.514743,2026-03-08 20:04:35.514743
9d9039fe-9adf-46dc-84ff-3a739abd7cdf,aeb56588-5e15-4ce2-b24b-065ebf842c44,Chez,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:04:35.514743,2026-03-08 20:04:35.514743
65c044de-d83e-4fc2-8c92-f9ad18e50d0c,aeb56588-5e15-4ce2-b24b-065ebf842c44,Importfull,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:05:10.116898,2026-03-08 20:05:10.116898
e0344797-664d-4508-a519-c5bb35636392,aeb56588-5e15-4ce2-b24b-065ebf842c44,Import Mayorista,20000000000,CONSUMIDOR_FINAL,,,,,,,True,2026-03-08 20:05:10.116898,2026-03-08 20:05:10.116898
